Business name,URL,Category/type,Location,Loaded successfully,First impression score,Visual quality score,Mobile conversion score,CTA clarity score,Trust signal score,Offer clarity score,Form/friction score,Speed/performance notes,SEO/local SEO notes,Standout design/conversion ideas,Weaknesses to avoid,Screenshot path,Discovery path,Discovery query,Reviewed at
Trinity Landscaping,https://trinitylandscaping.com/,hardscaping; outdoor living; artificial turf; landscape design-build,"Landscaping Services Mesa, AZ",true,8,10,8,9,8,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Landscaping Services Mesa, AZ - Trinity Landscaping. H1: Transform Your Outdoor Space in Phoenix, AZ. Schema detected. Location signal: Landscaping Services Mesa, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/363-trinitylandscaping-com.jpg,lead-sheet/domain-guess,Trinity Landscaping LLC,2026-06-17T01:55:11.519Z
Nevarez Landscaping,https://nevarezlandscapeservices.com/,hardscaping; irrigation; outdoor living,,true,9,7,7,8,7,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Expert Landscape Installation and Remodeling Services. H1: Residential Landscape Installation and Remodeling. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality.,Phone number is not obvious in captured homepage text.,research/screenshots/363-arizonalandscapeservice-com.jpg,lead-sheet/domain-guess,Arizona Landscape Service LLC,2026-06-17T01:55:11.800Z
Rockwell Landscape Maintenance,https://rockwelllandscapemaintenance.com/,lawn care; commercial landscaping,,true,10,10,10,10,10,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Rockwell Landscape Maintenance | Residential, HOA, Commercial Landscape Maintenance. H1: WELCOME TO ROCKWELL LANDSCAPE MAINTENANCE. Schema detected. Location signal not obvious from homepage text.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent. Mobile viewport includes sticky or fixed conversion action.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/366-rockwelllandscapemaintenance-com.jpg,lead-sheet/domain-guess,Rockwell Landscape Maintenance,2026-06-17T01:55:15.751Z
San Tan Turf and Paver,https://www.santanturfandpaver.com/,hardscaping; artificial turf,"Chandler Gilbert Apache Junction Florence, AZ",true,8,8,9,10,7,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Artificial Grass Installer San Tan Valley | Free Quotes. H1: The Artificial Grass Installers San Tan Valley Trusts. Schema detected. Location signal: Chandler Gilbert Apache Junction Florence, AZ.",Primary quote/call CTA is easy to find.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/366-santanturfandpaver-com.jpg,lead-sheet/domain-guess,San Tan Turf and Paver,2026-06-17T01:55:17.529Z
Phoenix Landscaping Design Near Me,https://phoenixpaversandturf.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build,"Phoenix, AZ",true,10,10,9,10,9,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Phoenix Landscaping Design Near Me. H1: Build The Backyard of Your Dreams. Specializing In Landscape Design. No schema detected in homepage HTML. Location signal: Phoenix, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/368-phoenixpaversandturf-com.jpg,lead-sheet/domain-guess,Phoenix Pavers and Turf,2026-06-17T01:55:19.698Z
Trinity Landscape,https://trinitylandscape.com/,hardscaping; commercial landscaping,"West Dundee, IL",true,8,8,7,7,6,7,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Trinity Landscape | American Owned Landscape &amp; Maintenance. H1: Call Us for A Consultation! (847) 426-0000. Schema detected. Location signal: West Dundee, IL.",Basic landscaping service presentation with limited standout conversion pattern.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/369-trinitylandscape-com.jpg,lead-sheet/domain-guess,Trinity Landscaping LLC,2026-06-17T01:55:25.610Z
Alpine Turf | East Valley Turf Installation &amp; Landscape Design,https://alpineturfaz.com/,artificial turf; landscape design-build; commercial landscaping,,true,8,8,9,9,5,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Alpine Turf | East Valley Turf Installation &amp; Landscape Design. H1: SYNTHETIC GRASS INSTALLER. Schema detected. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality.,Trust proof is thin above the main homepage content.,research/screenshots/369-alpineturfaz-com.jpg,lead-sheet/domain-guess,Alpine Turf,2026-06-17T01:55:29.141Z
Alpha Landscaping,https://alphalandscaping.com/,landscaping,"Downer's Grove, IL",true,7,8,8,8,7,5,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Alpha Landscaping | Maintenance and Landscaping | Downer's Grove, IL. H1: not detected. No schema detected in homepage HTML. Location signal: Downer's Grove, IL.",Primary quote/call CTA is easy to find. Service area language supports local intent.,Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/370-alphalandscaping-com.jpg,lead-sheet/domain-guess,Alpha Landscape LLC,2026-06-17T01:55:29.288Z
Scottsdale Turf Pros,https://www.scottsdaleturfpros.com/,hardscaping; artificial turf,"Scottsdale, AZ",true,10,8,9,10,6,9,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Artificial Grass Installer in Scottsdale - Licensed &amp; Insured. H1: Scottsdale’s Artificial Turf Landscapers. Schema detected. Location signal: Scottsdale, AZ.",Primary quote/call CTA is easy to find. Service area language supports local intent.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/372-scottsdaleturfpros-com.jpg,lead-sheet/domain-guess,Scottsdale Turf Pros,2026-06-17T01:55:33.635Z
Slade Landscape Maintence -,https://sladelandscapemaintenance.com/,hardscaping; irrigation; landscape design-build; commercial landscaping,"Mesa, AZ",true,7,5,7,7,4,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Home - Slade Landscape Maintence. H1: not detected. Schema detected. Location signal: Mesa, AZ.",Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/372-sladelandscapemaintenance-com.jpg,lead-sheet/domain-guess,"Slade Landscape Maintenance, Inc.",2026-06-17T01:55:33.853Z
Arizona Sod Grass for Homeowners &amp; Professionals,https://www.evergreenturf.com/,lawn care; irrigation; artificial turf; commercial landscaping,,true,10,7,9,9,4,9,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Arizona Sod Grass for Homeowners &amp; Professionals - Evergreen Turf. H1: Most Popular Arizona Sod Grass for Homeowners & Professionals. Schema detected. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find.,Trust proof is thin above the main homepage content.,research/screenshots/369-evergreenturf-com.jpg,lead-sheet/domain-guess,"Evergreen Turf, Inc",2026-06-17T01:55:34.375Z
Sprinkler Tech,https://www.sprinklertechaz.com/,irrigation; outdoor living,"Irrigation Services Mesa, AZ",true,8,10,9,10,9,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Irrigation Services Mesa, AZ | Free Estimates | Sprinkler Tech. H1: Checking your browser. Schema detected. Location signal: Irrigation Services Mesa, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/375-sprinklertechaz-com.jpg,lead-sheet/domain-guess,Sprinkler Tech,2026-06-17T01:55:36.348Z
Water Wise,https://waterwisesprinklerrepair.com/,irrigation; commercial landscaping,,true,8,8,8,8,8,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Water Wise &#8211; Irrigation and Landscape Solutions. H1: not detected. No schema detected in homepage HTML. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/375-waterwisesprinklerrepair-com.jpg,lead-sheet/domain-guess,Water Wise Sprinkler Repair LLC,2026-06-17T01:55:37.271Z
Landscapers Group,https://www.landscapersgroup.com/,hardscaping; irrigation; artificial turf; landscape design-build,,true,9,6,8,9,4,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Landscapers Group. H1: Landscapers Group. Schema detected. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/377-landscapersgroup-com.jpg,lead-sheet/domain-guess,Landscapers Group,2026-06-17T01:57:14.546Z
Ocotillo Outdoor Des,https://ocotillooutdoordesign.com/,irrigation; outdoor living; landscape design-build; commercial landscaping,,true,8,8,7,7,5,7,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Landscaping Services | Ocotillo Outdoor Design LLC | United States. H1: A Bit About Us. Schema detected. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/378-ocotillooutdoordesign-com.jpg,lead-sheet/domain-guess,Ocotillo Outdoor Design LLC,2026-06-17T01:57:16.110Z
HERNANDEZ.COM,http://hernandez.com/,lawn care,,true,5,4,3,3,2,4,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: HERNANDEZ.COM. H1: not detected. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/379-hernandez-com.jpg,lead-sheet/domain-guess,Hernandez Landscaping,2026-06-17T01:57:17.145Z
"Lawn Care Services Lancaster PA, Best Landscaping Company",https://www.snappylandscaping.com/,lawn care; hardscaping; irrigation; outdoor living; commercial landscaping; tree care,"Columbia, PA",true,10,10,7,8,7,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Lawn Care Services Lancaster PA, Best Landscaping Company. H1: Patios, Retaining Walls, Drainage, Grading, Concrete Pads, Mulch, Cleanups, Lawn Care, Tree Services, Brush Clearing, and Commercial Property Maintenance.. Schema detected. Location signal: Columbia, PA.",Primary quote/call CTA is easy to find. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,Phone number is not obvious in captured homepage text.,research/screenshots/380-snappylandscaping-com.jpg,lead-sheet/domain-guess,Snappy Lawn Services,2026-06-17T01:57:19.610Z
Turfli - Luxury Lawns and Greens LLC,https://turfli.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,,true,8,10,9,9,9,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Artificial Turf Installation For Phoenix Homes | Turfli. H1: Scottsdale's Premier Synthetic Grass Specialists. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/381-turfli-com.jpg,lead-sheet/domain-guess,Turfli,2026-06-17T02:02:56.883Z
Thompson Landscaping,https://thompsonlandscaping.com/,lawn care; hardscaping; commercial landscaping,,true,9,7,8,8,6,7,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Thompson Landscaping &#8211; We craft beautiful landscapes. H1: Thompson Landscaping. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find. Service area language supports local intent.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/381-thompsonlandscaping-com.jpg,lead-sheet/domain-guess,Thompson Landscape,2026-06-17T02:02:58.396Z
Lawn Care Service &#8211; The Best Job at the Right Price,https://lawncareboys.com/,lawn care,,true,8,7,5,5,4,7,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Lawn Care Service &#8211; The Best Job at the Right Price. H1: Lawn Care Service. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/383-azangelsgreen-com.jpg,lead-sheet/domain-guess,Landscape Services-Az Angels Green,2026-06-17T02:03:00.046Z
Thompson Landscape,https://thompsonlandscape.com/,lawn care; hardscaping; artificial turf; landscape design-build,"South Elkhart, IN",true,7,7,5,5,6,10,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Thompson Landscape - Lawn Care - South Bend, Indiana. H1: Landscape Design. No schema detected in homepage HTML. Location signal: South Elkhart, IN.",Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,CTA language is weak or hard to locate. No homepage form detected; conversion path may require extra clicks.,research/screenshots/384-thompsonlandscape-com.jpg,lead-sheet/domain-guess,Thompson Landscape,2026-06-17T02:03:03.003Z
Absolute Landscape,https://absolutelandscape.com/,lawn care; hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Patios - Oakwood, GA",true,8,9,8,8,7,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Absolute Landscape - Drainage, and Patios - Oakwood, GA. H1: SERVICES. Schema detected. Location signal: Patios - Oakwood, GA.",Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/384-absolutelandscape-com.jpg,lead-sheet/domain-guess,Absolute Landscaping,2026-06-17T02:03:04.544Z
Stop Downtime &amp; Business Disruption,https://www.absolute.com/,landscaping,,true,8,10,8,8,8,4,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Stop Downtime &amp; Business Disruption | Absolute Security. H1: ABSOLUTE SECURITY CYBER RESILIENCE PLATFORM. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof.",Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/386-absolute-com.jpg,lead-sheet/domain-guess,Absolute Landscaping,2026-06-17T02:03:06.401Z
Green View,https://www.greenview.com/,hardscaping; outdoor living; artificial turf; landscape design-build; commercial landscaping; tree care,,true,10,8,6,6,6,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Landscape Design and Maintenance Central Illinois. H1: Landscape Design, Construction and Maintenance. Schema detected. Location signal not obvious from homepage text.",Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/387-greenview-com.jpg,lead-sheet/domain-guess,GreenView Landscape,2026-06-17T02:03:07.886Z
Arizona Irrigation Solutions,http://arizonairrigationsolutions.com/,irrigation; commercial landscaping,,true,7,5,7,7,4,5,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Arizona Irrigation Solutions. H1: not detected. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/388-arizonairrigationsolutions-com.jpg,lead-sheet/domain-guess,Arizona Landscape & Irrigation Solutions LLC,2026-06-17T02:03:10.287Z
Juan&#39;s Landscape,https://juanslandscape.com/,lawn care; hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Landscape Hardscaping in SonomA, CA",true,10,8,8,9,5,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Landscape Hardscaping in SonomA, CA. H1: About Juan's Landscape. No schema detected in homepage HTML. Location signal: Landscape Hardscaping in SonomA, CA.",Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/388-juanslandscape-com.jpg,lead-sheet/domain-guess,Juan's Landscaping,2026-06-17T02:03:10.512Z
Lone Star Landscaping &#8211; Dallas,https://lonestarlandscaping.com/,lawn care; landscape design-build; commercial landscaping,"Grapevine, TX",true,7,8,6,6,6,5,5,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Lone Star Landscaping &#8211; Dallas-Fort Worth Residential &amp; Commercial Landscaping &amp; Landscape Installations. H1: not detected. No schema detected in homepage HTML. Location signal: Grapevine, TX.",Portfolio/gallery helps prove finished-work quality.,Services/offers are not immediately clear. No homepage form detected; conversion path may require extra clicks.,research/screenshots/390-lonestarlandscaping-com.jpg,lead-sheet/domain-guess,Lone Star Landscaping,2026-06-17T02:03:14.761Z
Conserva Irrigation of Greater Scottsdale,https://conservairrigationofgreaterscottsdale.com/,irrigation; outdoor living; commercial landscaping,,true,10,9,9,10,8,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Conserva Irrigation of Greater Scottsdale - Conserva Irrigation of Greater Scottsdale. H1: Conserva Irrigation in Scottsdale. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/390-conservairrigationofgreaterscottsdale-com.jpg,lead-sheet/domain-guess,Conserva Irrigation of Greater Scottsdale,2026-06-17T02:03:14.869Z
Lone Star Landscaping |,https://lonestaraz.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Cave Creek and Carefree, AZ",true,10,10,8,8,9,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Luxury Landscape Design Scottsdale &amp; Paradise Valley | Lone Star. H1: Scottsdale & Paradise Valley's Premier Luxury Landscape and Hardscape Design Firm. Schema detected. Location signal: Cave Creek and Carefree, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/392-lonestaraz-com.jpg,lead-sheet/domain-guess,Lone Star Landscaping,2026-06-17T02:03:27.591Z
"Fence Installation &amp; Landscaping in Denver, CO",https://victorslandscape.com/,hardscaping; irrigation; outdoor living; artificial turf; commercial landscaping,"Landscaping in Denver, CO",true,10,9,8,9,8,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Fence Installation &amp; Landscaping in Denver, CO | Victor’s Landscape. H1: Professional Landscaping & Fence Services. Schema detected. Location signal: Landscaping in Denver, CO.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/393-victorslandscape-com.jpg,lead-sheet/domain-guess,Victor's Landscaping Inc.,2026-06-17T02:03:30.307Z
Bermuda Landscape &amp; Design,https://bermudalandscape.com/,irrigation; landscape design-build; commercial landscaping; tree care,"N. Cleary Road West Palm Beach, FL",true,8,10,9,10,8,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Bermuda Landscape Company - Bermuda Landscape &amp; Design. H1: not detected. Schema detected. Location signal: N. Cleary Road West Palm Beach, FL.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/394-bermudalandscape-com.jpg,lead-sheet/domain-guess,Bermuda Landscape,2026-06-17T02:03:34.490Z
Phoenix Products,https://www.phoenixlighting.com/,commercial landscaping,"West Port Avenue Milwaukee, WI",true,7,9,7,7,6,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Phoenix Lighting | Heavy Duty LED Lights and Lighting. H1: Lighting Products Engineered for Durability. No schema detected in homepage HTML. Location signal: West Port Avenue Milwaukee, WI.",Basic landscaping service presentation with limited standout conversion pattern.,Services/offers are not immediately clear.,research/screenshots/394-phoenixlighting-com.jpg,lead-sheet/domain-guess,Phoenix Landscape and Lighting,2026-06-17T02:03:34.950Z
"Victor&#039;s Landscaping, Inc. | (602) 439-5192",https://www.victorslandscaping.com/,irrigation; outdoor living; landscape design-build; commercial landscaping; tree care,"Peoria, AZ",true,10,10,9,9,9,10,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Victor’s Landscaping, Inc | Landscaping Contractors Phoenix. H1: Victor’s Landscaping, Inc. – Landscaping Services Phoenix Trusts. Schema detected. Location signal: Peoria, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/396-victorslandscaping-com.jpg,lead-sheet/domain-guess,Victor's Landscaping Inc.,2026-06-17T02:03:36.784Z
Professional Landscaping Company in Phoenix- Sun Terrace Landscaping,https://sunterracelandscaping.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Sun Terrace Landscaping in Phoenix, AZ",true,10,10,8,9,10,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Sun Terrace Landscaping in Phoenix, AZ. H1: Professional Landscaping Company in Phoenix. Schema detected. Location signal: Sun Terrace Landscaping in Phoenix, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/396-sunterracelandscaping-com.jpg,lead-sheet/domain-guess,Sun Terrace Landscaping,2026-06-17T02:03:37.983Z
Alejandro&#039;s Landscaping,https://alejandroslandscaping.com/,lawn care; commercial landscaping,"Old Frederick Rd Ellicott City, MD",true,9,8,7,7,6,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Alejandro&#039;s Landscaping - Landscaping and Snow Removal. H1: Alejandro's Landscaping. Schema detected. Location signal: Old Frederick Rd Ellicott City, MD.",Basic landscaping service presentation with limited standout conversion pattern.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/398-alejandroslandscaping-com.jpg,lead-sheet/domain-guess,Alejandro's Landscaping,2026-06-17T02:03:43.068Z
Fort Worth Landscape Design | Landscaping &amp; Outdoor Living Company,https://lonestarlandscape.com/,hardscaping; irrigation; outdoor living; artificial turf; landscape design-build; commercial landscaping,"Anglin Dr Forest Hill, TX",true,10,8,8,9,5,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Fort Worth Landscape Design | Landscaping &amp; Outdoor Living Company. H1: Luxury Landscape and Maintenance in Dallas & Fort Worth TX. Schema detected. Location signal: Anglin Dr Forest Hill, TX.",Primary quote/call CTA is easy to find. Service area language supports local intent.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/399-lonestarlandscape-com.jpg,lead-sheet/domain-guess,Lone Star Landscaping,2026-06-17T02:03:49.796Z
Trophies,https://www.crownawards.com/,hardscaping,,true,7,9,7,7,9,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Trophies | Awards and Trophies | Medals and Plaques. H1: TROPHIES, AWARDS & MEDALS WITH GUARANTEED LOWEST PRICES. Schema detected. Location signal not obvious from homepage text.","Uses reviews, licensing, guarantees, awards, or years-in-business proof.",Services/offers are not immediately clear.,research/screenshots/400-crownawards-com.jpg,ranking/list/search,award winning landscaping company website,2026-06-17T02:03:58.375Z
Explore Los Angeles,https://explorela.org/,landscaping,,true,8,8,6,6,5,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Explore Los Angeles | Welcome to Explore Los Angeles, Your Gateway to the City of Angels!. H1: not detected. Schema detected. Location signal not obvious from homepage text.",Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/401-explorela-org.jpg,ranking/list/search,best landscaping websites landscape company,2026-06-17T02:04:01.995Z
Best Buy,https://www.bestbuy.com/,outdoor living,,true,8,7,7,7,3,4,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Best Buy | Official Online Store | Shop Now &amp; Save. H1: not detected. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/402-bestbuy-com.jpg,ranking/list/search,best landscaping websites landscape company,2026-06-17T02:04:15.886Z
Topgolf,https://topgolf.com/us/,tree care,,true,8,7,6,6,3,3,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Come Play Around | Golf, Party Venue, Sports Bar &amp; Restaurant | Topgolf. H1: COME PLAY
AROUND. Schema detected. Location signal not obvious from homepage text.",Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/402-topgolf-com.jpg,ranking/list/search,top landscape design build companies,2026-06-17T02:04:16.699Z
Halamanan Landscape Studio,https://halamanan.com/,hardscaping; irrigation; outdoor living; landscape design-build,,true,8,7,6,6,4,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Landscape Design &amp; Build Philippines | Halamanan. H1: Transform Your Outdoor Space. Schema detected. Location signal not obvious from homepage text.,Service area language supports local intent.,Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/404-halamanan-com.jpg,ranking/list/search,landscape contractor portfolio website,2026-06-17T02:04:19.049Z
